customer_id,signup_date,country,segment
104390,2024-09-16,United Kingdom,Consumer
104391,2025-11-04,Germany,Consumer
104392,2024-10-15,United Kingdom,Mid-Market
104393,2024-03-13,France,Consumer
104394,2024-11-09,United Kingdom,SMB
104395,2025-05-13,United Kingdom,SMB
104396,2025-12-29,United Kingdom,Mid-Market
104397,2025-04-04,Germany,Mid-Market
104398,2024-02-06,United Kingdom,Mid-Market
104399,2025-08-14,Germany,Mid-Market
104400,2025-07-24,Germany,Consumer
104401,2025-04-21,Germany,SMB
104402,2025-10-17,United Kingdom,Consumer
104403,2025-07-16,United Kingdom,Mid-Market
104404,2024-06-18,United Kingdom,Mid-Market
104405,2024-11-03,United Kingdom,SMB
104406,2025-01-05,Italy,SMB
104407,2024-12-23,United Kingdom,Mid-Market
104408,2025-04-11,Spain,Consumer
104409,2025-05-27,United Kingdom,Mid-Market
104410,2024-03-16,United Kingdom,SMB
104411,2025-02-19,United Kingdom,Consumer
104412,2024-01-29,Germany,Consumer
104413,2025-01-08,United Kingdom,Consumer
104414,2024-11-04,United Kingdom,Mid-Market
104415,2024-05-30,Germany,Consumer
104416,2025-12-25,United Kingdom,Mid-Market
104417,2024-07-07,United Kingdom,Consumer
104418,2024-02-11,United Kingdom,Mid-Market
104419,2024-09-19,United Kingdom,SMB
104420,2025-07-07,United Kingdom,Consumer
104421,2024-01-07,United Kingdom,Consumer
104422,2024-12-26,United Kingdom,Enterprise
104423,2024-11-01,United Kingdom,Mid-Market
104424,2025-09-24,United Kingdom,Consumer
104425,2024-01-03,United Kingdom,SMB
104426,2024-01-13,United Kingdom,SMB
104427,2025-02-17,United Kingdom,SMB
104428,2024-05-11,United Kingdom,SMB
104429,2025-05-29,United Kingdom,SMB
104430,2024-07-22,United Kingdom,Consumer
104431,2025-02-14,Italy,SMB
104432,2024-01-28,Netherlands,Consumer
104433,2025-05-21,United Kingdom,Consumer
104434,2025-01-13,United Kingdom,SMB
104435,2024-01-01,United Kingdom,Consumer
104436,2024-07-13,Netherlands,Mid-Market
104437,2024-02-13,United Kingdom,Consumer
104438,2024-02-02,United Kingdom,Mid-Market
104439,2025-05-25,United Kingdom,Mid-Market
104440,2024-11-08,United Kingdom,SMB
104441,2025-08-09,United Kingdom,Consumer
104442,2024-07-07,Spain,SMB
104443,2025-06-08,Italy,Consumer
104444,2025-03-25,United Kingdom,SMB
104445,2025-04-29,United Kingdom,Enterprise
104446,2025-08-28,United Kingdom,Mid-Market
104447,2025-06-01,United Kingdom,SMB
104448,2025-06-29,United Kingdom,SMB
104449,2025-06-24,United Kingdom,SMB
104450,2024-11-22,Netherlands,Consumer
104451,2025-06-13,Sweden,Consumer
104452,2025-09-07,France,SMB
104453,2025-06-23,France,Mid-Market
104454,2025-03-20,United Kingdom,SMB
104455,2024-02-24,United Kingdom,Consumer
104456,2024-11-15,United Kingdom,Consumer
104457,2024-02-16,United Kingdom,Consumer
104458,2024-03-16,United Kingdom,Consumer
104459,2024-09-20,Netherlands,SMB
104460,2024-12-05,United Kingdom,SMB
104461,2025-01-20,United Kingdom,Consumer
104462,2025-10-20,United Kingdom,SMB
104463,2025-07-11,Sweden,SMB
104464,2024-11-05,United Kingdom,SMB
104465,2024-09-01,United Kingdom,Consumer
104466,2025-06-04,United Kingdom,Consumer
104467,2024-07-20,France,Consumer
104468,2025-10-07,Norway,Mid-Market
104469,2025-07-25,United Kingdom,SMB
104470,2025-05-13,Italy,Mid-Market
104471,2024-07-01,United Kingdom,Consumer
104472,2025-03-30,Ireland,SMB
104473,2025-08-23,United Kingdom,Consumer
104474,2024-02-22,United Kingdom,Mid-Market
104475,2024-05-09,France,Consumer
104476,2025-01-11,United Kingdom,Consumer
104477,2024-09-19,United Kingdom,Mid-Market
104478,2025-06-02,Netherlands,Consumer
104479,2024-10-20,Sweden,Mid-Market
104480,2025-12-29,United Kingdom,Consumer
104481,2024-08-06,Ireland,Consumer
104482,2024-09-20,Germany,Mid-Market
104483,2024-01-03,United Kingdom,SMB
104484,2024-06-29,Spain,Consumer
104485,2024-06-21,United Kingdom,Consumer
104486,2025-07-11,Germany,Enterprise
104487,2024-09-03,United Kingdom,Consumer
104488,2024-05-28,United Kingdom,Mid-Market
104489,2024-08-17,United Kingdom,Mid-Market
104490,2025-02-15,United Kingdom,Mid-Market
104491,2025-07-28,Spain,SMB
104492,2025-12-16,Norway,Mid-Market
104493,2024-02-04,United Kingdom,Consumer
104494,2025-09-06,United Kingdom,SMB
104495,2024-10-11,United Kingdom,SMB
104496,2025-08-13,United Kingdom,Consumer
104497,2024-01-28,United Kingdom,Consumer
104498,2025-04-02,Spain,Consumer
104499,2025-11-11,Germany,SMB
104500,2024-01-29,United Kingdom,Consumer
104501,2025-07-31,United Kingdom,SMB
104502,2024-03-24,United Kingdom,SMB
104503,2025-12-18,United Kingdom,Consumer
104504,2025-06-28,United Kingdom,Mid-Market
104505,2025-10-27,United Kingdom,Consumer
104506,2025-10-18,United Kingdom,SMB
104507,2024-08-18,United Kingdom,SMB
104508,2024-10-31,Germany,Mid-Market
104509,2025-05-20,United Kingdom,SMB
104510,2024-05-07,United Kingdom,SMB
104511,2024-08-12,United Kingdom,SMB
104512,2024-03-13,Spain,SMB
104513,2025-10-11,United Kingdom,Consumer
104514,2024-06-30,United Kingdom,SMB
104515,2024-10-27,United Kingdom,Enterprise
104516,2024-11-26,United Kingdom,Mid-Market
104517,2024-10-01,United Kingdom,Mid-Market
104518,2025-07-22,Germany,Mid-Market
104519,2025-10-30,United Kingdom,Consumer
104520,2025-02-22,United Kingdom,Consumer
104521,2025-09-03,United Kingdom,SMB
104522,2024-03-22,Germany,Consumer
104523,2025-12-07,Spain,SMB
104524,2024-03-25,Germany,Mid-Market
104525,2024-02-18,United Kingdom,Mid-Market
104526,2024-01-17,France,SMB
104527,2024-06-26,France,SMB
104528,2025-09-03,United Kingdom,SMB
104529,2024-08-07,United Kingdom,SMB
104530,2025-08-01,Germany,Mid-Market
104531,2024-11-06,United Kingdom,SMB
104532,2024-03-16,France,Consumer
104533,2024-12-11,United Kingdom,Consumer
104534,2024-06-18,United Kingdom,SMB
104535,2024-08-01,United Kingdom,SMB
104536,2025-01-13,France,Mid-Market
104537,2025-07-31,Spain,Consumer
104538,2025-03-04,United Kingdom,Mid-Market
104539,2024-06-12,United Kingdom,SMB
104540,2025-06-08,United Kingdom,Consumer
104541,2025-05-24,United Kingdom,Mid-Market
104542,2024-06-22,Norway,SMB
104543,2025-09-14,United Kingdom,Consumer
104544,2025-09-08,United Kingdom,Consumer
104545,2025-03-17,United Kingdom,Mid-Market
104546,2024-08-04,Norway,SMB
104547,2024-09-15,United Kingdom,Mid-Market
104548,2024-11-17,France,SMB
104549,2024-05-17,United Kingdom,Mid-Market
104550,2024-08-11,United Kingdom,SMB
104551,2024-04-08,France,Enterprise
104552,2024-04-22,United Kingdom,Consumer
104553,2025-06-27,France,Consumer
104554,2024-04-03,United Kingdom,Consumer
104555,2024-12-08,Germany,SMB
104556,2024-11-09,Germany,SMB
104557,2024-02-03,France,Mid-Market
104558,2025-08-30,United Kingdom,SMB
104559,2025-12-20,France,SMB
104560,2025-04-11,Norway,Consumer
104561,2025-05-05,United Kingdom,Mid-Market
104562,2024-06-19,United Kingdom,SMB
104563,2025-09-09,Netherlands,Mid-Market
104564,2025-07-27,United Kingdom,Consumer
104565,2024-11-16,France,Consumer
104566,2025-05-30,Germany,SMB
104567,2025-11-29,United Kingdom,Mid-Market
104568,2025-03-16,United Kingdom,Consumer
104569,2024-05-25,United Kingdom,SMB
104570,2024-08-29,United Kingdom,Enterprise
104571,2024-05-15,Spain,Consumer
104572,2024-08-30,United Kingdom,Consumer
104573,2025-10-12,United Kingdom,SMB
104574,2024-05-18,Netherlands,Consumer
104575,2025-10-13,United Kingdom,SMB
104576,2024-07-27,Netherlands,SMB
104577,2024-12-30,United Kingdom,SMB
104578,2025-01-21,United Kingdom,Mid-Market
104579,2024-04-01,United Kingdom,SMB
104580,2024-05-14,France,Consumer
104581,2024-08-11,Germany,Consumer
104582,2024-02-13,Netherlands,SMB
104583,2025-07-05,Norway,Consumer
104584,2025-02-03,France,Consumer
104585,2025-09-10,Germany,SMB
104586,2025-09-22,United Kingdom,Consumer
104587,2024-09-11,Italy,Consumer
104588,2025-08-20,Ireland,Consumer
104589,2024-02-14,Spain,Mid-Market
104590,2024-11-10,United Kingdom,Consumer
104591,2025-05-01,United Kingdom,Consumer
104592,2024-12-06,France,SMB
104593,2025-06-24,United Kingdom,SMB
104594,2025-09-19,United Kingdom,Mid-Market
104595,2024-11-05,Sweden,Mid-Market
104596,2024-07-19,United Kingdom,SMB
104597,2025-03-02,United Kingdom,SMB
104598,2025-09-26,United Kingdom,Consumer
104599,2025-12-22,United Kingdom,Consumer
104600,2025-08-19,Ireland,SMB
104601,2024-06-28,Italy,SMB
104602,2024-05-30,Norway,SMB
104603,2025-02-22,France,SMB
104604,2024-10-20,France,Enterprise
104605,2025-03-22,United Kingdom,SMB
104606,2025-11-05,Spain,Consumer
104607,2025-02-05,United Kingdom,SMB
104608,2024-09-16,United Kingdom,SMB
104609,2025-09-27,Sweden,Consumer
104610,2024-11-17,Spain,Mid-Market
104611,2025-03-18,United Kingdom,SMB
104612,2024-04-08,France,SMB
104613,2025-01-06,United Kingdom,Consumer
104614,2024-11-07,United Kingdom,Mid-Market
104615,2024-03-30,United Kingdom,Consumer
104616,2024-06-03,United Kingdom,Enterprise
104617,2025-05-29,United Kingdom,Consumer
104618,2024-05-12,United Kingdom,Enterprise
104619,2024-04-06,United Kingdom,Consumer
104620,2024-02-12,United Kingdom,Consumer
104621,2024-01-20,Belgium,Mid-Market
104622,2024-11-13,Ireland,Consumer
104623,2024-12-23,Italy,Consumer
104624,2025-04-01,United Kingdom,SMB
104625,2025-02-22,Ireland,Consumer
104626,2025-01-27,Netherlands,SMB
104627,2025-12-31,United Kingdom,Mid-Market
104628,2024-07-01,United Kingdom,SMB
104629,2025-06-04,United Kingdom,SMB
104630,2024-02-28,United Kingdom,SMB
104631,2025-09-12,United Kingdom,SMB
104632,2024-09-22,United Kingdom,SMB
104633,2024-09-10,United Kingdom,SMB
104634,2024-04-08,Ireland,Mid-Market
104635,2025-01-07,United Kingdom,Mid-Market
104636,2024-10-19,United Kingdom,Consumer
104637,2025-12-13,France,Consumer
104638,2024-05-10,United Kingdom,SMB
104639,2024-11-01,United Kingdom,Mid-Market
104640,2025-10-20,United Kingdom,Mid-Market
104641,2025-08-13,United Kingdom,Mid-Market
104642,2025-07-12,United Kingdom,Mid-Market
104643,2025-01-19,United Kingdom,Consumer
104644,2025-09-30,United Kingdom,Enterprise
104645,2024-06-12,Norway,Mid-Market
104646,2025-08-14,Italy,Consumer
104647,2025-02-28,United Kingdom,SMB
104648,2024-09-12,United Kingdom,Consumer
104649,2024-06-08,United Kingdom,Consumer
104650,2025-01-16,Netherlands,SMB
104651,2024-01-03,Netherlands,Consumer
104652,2025-06-06,United Kingdom,Consumer
104653,2024-06-21,United Kingdom,Mid-Market
104654,2024-10-11,United Kingdom,SMB
104655,2024-05-21,Spain,Consumer
104656,2024-12-06,Spain,Mid-Market
104657,2024-09-28,United Kingdom,SMB
104658,2024-05-17,United Kingdom,Enterprise
104659,2025-10-11,United Kingdom,Mid-Market
104660,2025-07-09,France,SMB
104661,2024-10-10,Italy,Consumer
104662,2024-02-12,United Kingdom,SMB
104663,2025-09-09,United Kingdom,Mid-Market
104664,2025-05-24,United Kingdom,Consumer
104665,2025-02-10,United Kingdom,SMB
104666,2025-03-17,Netherlands,Consumer
104667,2024-01-06,United Kingdom,Enterprise
104668,2024-12-12,Spain,Mid-Market
104669,2024-05-17,United Kingdom,Mid-Market
104670,2025-04-21,United Kingdom,Consumer
104671,2025-11-11,United Kingdom,Consumer
104672,2025-01-23,United Kingdom,SMB
104673,2025-03-17,United Kingdom,Mid-Market
104674,2025-05-02,France,Mid-Market
104675,2025-11-10,United Kingdom,Consumer
104676,2024-01-28,United Kingdom,Consumer
104677,2024-08-14,United Kingdom,Mid-Market
104678,2024-07-15,United Kingdom,Consumer
104679,2025-06-07,Spain,Mid-Market
104680,2024-11-23,Belgium,SMB
104681,2025-07-18,United Kingdom,Enterprise
104682,2024-12-11,Germany,Mid-Market
104683,2025-12-14,Germany,Enterprise
104684,2025-07-14,Norway,Mid-Market
104685,2024-01-14,United Kingdom,Consumer
104686,2025-12-23,United Kingdom,Consumer
104687,2025-11-27,United Kingdom,SMB
104688,2024-02-01,Spain,Mid-Market
104689,2024-10-13,France,Consumer
104690,2025-12-10,United Kingdom,SMB
104691,2025-09-04,United Kingdom,Consumer
104692,2024-12-08,France,Mid-Market
104693,2025-02-02,Spain,SMB
104694,2024-01-22,United Kingdom,Consumer
104695,2025-02-16,France,Mid-Market
104696,2025-05-02,United Kingdom,SMB
104697,2024-09-19,United Kingdom,SMB
104698,2024-08-12,United Kingdom,Consumer
104699,2025-08-28,Germany,Consumer
104700,2024-11-23,Sweden,Mid-Market
104701,2024-07-11,United Kingdom,SMB
104702,2024-09-30,United Kingdom,SMB
104703,2024-12-25,United Kingdom,Consumer
104704,2024-07-08,United Kingdom,Mid-Market
104705,2025-02-13,United Kingdom,Mid-Market
104706,2025-09-21,United Kingdom,SMB
104707,2025-06-26,United Kingdom,Mid-Market
104708,2024-06-18,United Kingdom,Enterprise
104709,2024-12-10,United Kingdom,Mid-Market
104710,2025-02-01,Germany,SMB
104711,2025-05-12,United Kingdom,Mid-Market
104712,2025-07-06,United Kingdom,Mid-Market
104713,2024-12-20,Italy,Mid-Market
104714,2024-08-18,United Kingdom,SMB
104715,2025-04-26,United Kingdom,SMB
104716,2024-04-01,United Kingdom,Mid-Market
104717,2025-05-07,United Kingdom,SMB
104718,2025-10-17,United Kingdom,Enterprise
104719,2025-06-02,United Kingdom,Mid-Market
104720,2024-11-12,United Kingdom,SMB
104721,2025-08-24,United Kingdom,Consumer
104722,2025-01-24,United Kingdom,Mid-Market
104723,2025-01-30,United Kingdom,SMB
104724,2025-09-14,United Kingdom,Consumer
104725,2024-05-21,United Kingdom,Mid-Market
104726,2025-07-24,Netherlands,Consumer
104727,2025-05-11,United Kingdom,SMB
104728,2025-01-21,United Kingdom,Consumer
104729,2024-02-26,United Kingdom,Consumer
104730,2025-07-13,United Kingdom,SMB
104731,2024-06-09,Italy,Mid-Market
104732,2025-10-16,United Kingdom,Consumer
104733,2025-08-02,United Kingdom,Mid-Market
104734,2024-09-22,Italy,Mid-Market
104735,2024-11-14,Germany,Consumer
104736,2024-01-19,France,Consumer
104737,2024-12-30,United Kingdom,Consumer
104738,2024-02-12,United Kingdom,Consumer
104739,2025-12-22,Ireland,Consumer
104740,2025-04-12,United Kingdom,Consumer
104741,2024-06-20,United Kingdom,Enterprise
104742,2025-08-10,Germany,Consumer
104743,2024-01-15,United Kingdom,Enterprise
104744,2025-02-05,United Kingdom,SMB
104745,2024-03-22,United Kingdom,Mid-Market
104746,2024-02-09,United Kingdom,SMB
104747,2024-06-27,United Kingdom,Consumer
104748,2024-08-03,Spain,Enterprise
104749,2025-06-14,United Kingdom,Mid-Market
104750,2025-10-13,United Kingdom,SMB
104751,2025-07-21,United Kingdom,Mid-Market
104752,2025-06-24,United Kingdom,SMB
104753,2025-02-17,United Kingdom,Consumer
104754,2024-09-28,Italy,Enterprise
104755,2024-07-05,United Kingdom,Mid-Market
104756,2025-11-22,United Kingdom,SMB
104757,2025-01-16,Norway,Mid-Market
104758,2025-02-16,United Kingdom,Mid-Market
104759,2024-01-11,Belgium,Consumer
104760,2024-11-30,United Kingdom,Consumer
104761,2025-05-13,United Kingdom,Consumer
104762,2024-12-27,Italy,SMB
104763,2025-03-25,United Kingdom,SMB
104764,2025-08-14,United Kingdom,Consumer
104765,2024-01-16,United Kingdom,Consumer
104766,2025-10-23,France,SMB
104767,2025-08-20,United Kingdom,Consumer
104768,2024-11-02,United Kingdom,Mid-Market
104769,2025-07-12,France,SMB
104770,2024-02-18,Ireland,Consumer
104771,2024-08-13,United Kingdom,Consumer
104772,2024-03-19,United Kingdom,Consumer
104773,2025-04-09,United Kingdom,SMB
104774,2025-09-17,United Kingdom,Mid-Market
104775,2025-03-15,United Kingdom,Consumer
104776,2025-06-04,United Kingdom,Consumer
104777,2024-04-14,United Kingdom,Mid-Market
104778,2025-11-13,United Kingdom,Mid-Market
104779,2024-05-21,France,SMB
104780,2025-01-19,United Kingdom,Enterprise
104781,2025-05-14,Norway,Consumer
104782,2025-09-18,Italy,SMB
104783,2025-11-13,United Kingdom,SMB
104784,2025-03-13,Sweden,Mid-Market
104785,2025-02-25,Spain,Mid-Market
104786,2024-10-31,United Kingdom,SMB
104787,2025-02-19,Germany,SMB
104788,2025-05-08,United Kingdom,Consumer
104789,2025-04-17,France,SMB
104790,2025-03-08,United Kingdom,Enterprise
104791,2024-11-18,United Kingdom,Mid-Market
104792,2024-05-23,United Kingdom,Mid-Market
104793,2024-02-09,Belgium,Mid-Market
104794,2024-11-03,United Kingdom,Consumer
104795,2024-10-16,United Kingdom,Mid-Market
104796,2025-03-20,United Kingdom,Mid-Market
104797,2025-10-20,United Kingdom,Mid-Market
104798,2025-05-27,Netherlands,Mid-Market
104799,2025-08-11,Germany,Mid-Market
104800,2025-02-26,United Kingdom,Mid-Market
104801,2025-11-08,United Kingdom,Mid-Market
104802,2025-11-17,United Kingdom,SMB
104803,2024-04-21,United Kingdom,Consumer
104804,2025-04-12,Netherlands,SMB
104805,2025-01-04,France,Consumer
104806,2025-12-11,United Kingdom,Enterprise
104807,2025-03-03,United Kingdom,SMB
104808,2024-01-12,United Kingdom,Consumer
104809,2024-06-02,United Kingdom,Mid-Market
104810,2024-04-04,United Kingdom,Consumer
104811,2024-05-26,France,Consumer
104812,2024-03-11,United Kingdom,Consumer
104813,2025-07-25,Belgium,Mid-Market
104814,2024-12-27,United Kingdom,Consumer
104815,2025-05-06,United Kingdom,Enterprise
104816,2025-12-31,United Kingdom,Consumer
104817,2025-04-18,United Kingdom,SMB
104818,2024-12-16,United Kingdom,Consumer
104819,2024-07-14,United Kingdom,Consumer
104820,2025-07-05,France,SMB
104821,2025-01-05,United Kingdom,Consumer
104822,2025-07-07,France,Consumer
104823,2024-01-17,France,Consumer
104824,2024-04-29,United Kingdom,SMB
104825,2024-04-04,United Kingdom,Mid-Market
104826,2025-05-13,United Kingdom,Consumer
104827,2025-01-13,United Kingdom,SMB
104828,2024-08-19,Germany,Consumer
104829,2024-08-14,Italy,Consumer
104830,2025-03-19,United Kingdom,SMB
104831,2025-12-06,United Kingdom,Consumer
104832,2025-12-28,France,SMB
104833,2024-12-10,Germany,Consumer
104834,2025-05-05,United Kingdom,Consumer
104835,2024-03-02,Netherlands,Mid-Market
104836,2025-11-22,United Kingdom,Mid-Market
104837,2024-01-14,United Kingdom,Mid-Market
104838,2024-09-07,United Kingdom,SMB
104839,2025-06-14,United Kingdom,Consumer
104840,2025-12-09,Spain,SMB
104841,2024-05-05,United Kingdom,Mid-Market
104842,2025-04-28,United Kingdom,SMB
104843,2024-05-17,United Kingdom,Consumer
104844,2024-02-06,United Kingdom,Consumer
104845,2024-11-05,United Kingdom,SMB
104846,2025-02-25,United Kingdom,SMB
104847,2024-07-12,France,SMB
104848,2025-12-12,United Kingdom,SMB
104849,2025-03-26,Germany,Mid-Market
104850,2024-11-16,United Kingdom,Consumer
104851,2024-12-21,Germany,Mid-Market
104852,2024-12-05,Netherlands,SMB
104853,2024-03-22,United Kingdom,Enterprise
104854,2025-03-19,United Kingdom,Consumer
104855,2025-07-27,Belgium,Mid-Market
104856,2024-11-03,United Kingdom,SMB
104857,2024-11-07,Ireland,Consumer
104858,2025-10-27,United Kingdom,SMB
104859,2025-03-22,United Kingdom,Consumer
104860,2024-08-05,United Kingdom,Consumer
104861,2024-01-03,Spain,Consumer
104862,2025-08-24,United Kingdom,SMB
104863,2025-04-02,Germany,SMB
104864,2025-04-02,France,Consumer
104865,2024-07-25,United Kingdom,Mid-Market
104866,2024-05-16,United Kingdom,Mid-Market
104867,2024-12-27,United Kingdom,Mid-Market
104868,2025-07-07,United Kingdom,SMB
104869,2024-08-05,Ireland,Enterprise
104870,2025-01-20,United Kingdom,Consumer
104871,2025-12-29,United Kingdom,Consumer
104872,2024-06-09,France,Mid-Market
104873,2024-06-17,United Kingdom,Consumer
104874,2024-06-21,United Kingdom,Consumer
104875,2025-10-29,United Kingdom,SMB
104876,2025-01-21,United Kingdom,Consumer
104877,2025-11-02,France,SMB
104878,2025-11-23,United Kingdom,SMB
104879,2024-11-03,United Kingdom,Enterprise
104880,2024-02-10,United Kingdom,SMB
104881,2024-08-10,United Kingdom,SMB
104882,2025-02-01,United Kingdom,Enterprise
104883,2024-10-05,United Kingdom,SMB
104884,2024-01-02,Spain,Mid-Market
104885,2025-12-24,Netherlands,SMB
104886,2024-08-09,United Kingdom,Consumer
104887,2025-03-28,France,Consumer
104888,2025-11-23,United Kingdom,SMB
104889,2025-02-02,Norway,Consumer
104890,2025-05-22,United Kingdom,SMB
104891,2024-01-27,United Kingdom,SMB
104892,2025-05-24,United Kingdom,Mid-Market
104893,2025-09-11,United Kingdom,SMB
104894,2025-11-02,France,SMB
104895,2024-03-02,United Kingdom,Consumer
104896,2024-06-15,United Kingdom,Consumer
104897,2024-02-04,United Kingdom,Consumer
104898,2025-11-02,Spain,Consumer
104899,2024-07-19,Germany,Mid-Market
104900,2025-01-23,United Kingdom,SMB
104901,2024-12-13,United Kingdom,SMB
104902,2025-05-18,United Kingdom,Mid-Market
104903,2025-10-16,Spain,Consumer
104904,2024-08-24,France,SMB
104905,2025-07-31,United Kingdom,SMB
104906,2024-07-31,Spain,Mid-Market
104907,2024-05-24,United Kingdom,Consumer
104908,2024-03-18,France,Mid-Market
104909,2024-09-28,United Kingdom,Consumer
104910,2025-02-13,United Kingdom,Mid-Market
104911,2025-07-24,United Kingdom,Mid-Market
104912,2025-09-12,United Kingdom,Mid-Market
104913,2025-01-20,Belgium,Consumer
104914,2024-10-25,United Kingdom,Consumer
104915,2024-05-07,Netherlands,Mid-Market
104916,2025-10-30,Germany,SMB
104917,2024-10-16,France,SMB
104918,2025-07-12,Italy,SMB
104919,2025-04-02,United Kingdom,SMB
104920,2025-11-11,United Kingdom,SMB
104921,2025-12-12,United Kingdom,Consumer
104922,2025-05-31,United Kingdom,Consumer
104923,2025-04-28,Spain,Consumer
104924,2024-04-10,United Kingdom,Consumer
104925,2024-01-12,United Kingdom,Consumer
104926,2025-02-03,United Kingdom,Consumer
104927,2025-05-30,United Kingdom,SMB
104928,2025-06-29,France,SMB
104929,2024-07-02,United Kingdom,SMB
104930,2025-01-02,Germany,Consumer
104931,2025-09-22,Ireland,SMB
104932,2024-03-10,Germany,SMB
104933,2024-10-07,United Kingdom,Mid-Market
104934,2025-11-21,Ireland,Enterprise
104935,2024-05-25,United Kingdom,Mid-Market
104936,2024-08-19,United Kingdom,Consumer
104937,2024-12-08,France,Mid-Market
104938,2025-05-18,Ireland,Consumer
104939,2024-07-05,United Kingdom,SMB
104940,2025-08-02,Spain,Consumer
104941,2024-06-21,United Kingdom,Mid-Market
104942,2024-09-26,United Kingdom,SMB
104943,2025-02-23,Norway,Consumer
104944,2024-01-09,United Kingdom,Consumer
104945,2025-07-14,Netherlands,Consumer
104946,2025-05-03,United Kingdom,Consumer
104947,2025-09-02,Germany,Mid-Market
104948,2024-07-19,France,SMB
104949,2024-10-17,France,SMB
104950,2025-10-18,United Kingdom,Consumer
104951,2024-02-18,Germany,Consumer
104952,2024-12-25,United Kingdom,Consumer
104953,2024-12-19,Norway,Consumer
104954,2024-11-23,United Kingdom,Enterprise
104955,2024-11-13,United Kingdom,SMB
104956,2025-06-30,Spain,SMB
104957,2024-05-23,United Kingdom,Mid-Market
104958,2025-10-13,United Kingdom,Consumer
104959,2025-10-17,France,SMB
104960,2024-05-11,United Kingdom,Consumer
104961,2025-12-13,United Kingdom,Consumer
104962,2024-07-10,United Kingdom,SMB
104963,2024-02-07,United Kingdom,Consumer
104964,2024-10-17,United Kingdom,Mid-Market
104965,2025-08-04,United Kingdom,Consumer
104966,2025-09-09,United Kingdom,Mid-Market
104967,2025-04-17,United Kingdom,Mid-Market
104968,2025-08-15,United Kingdom,SMB
104969,2024-07-10,Ireland,Mid-Market
104970,2025-10-04,Ireland,Consumer
104971,2025-04-09,United Kingdom,Consumer
104972,2024-04-07,United Kingdom,Consumer
104973,2024-04-04,Spain,SMB
104974,2024-07-14,United Kingdom,Consumer
104975,2024-02-20,United Kingdom,SMB
104976,2024-07-25,United Kingdom,SMB
104977,2025-12-27,United Kingdom,Consumer
104978,2024-06-24,Netherlands,Consumer
104979,2025-04-10,Italy,Consumer
104980,2025-12-15,Italy,Consumer
104981,2024-07-04,United Kingdom,SMB
104982,2025-05-23,United Kingdom,SMB
104983,2024-11-24,United Kingdom,SMB
104984,2024-07-27,United Kingdom,Mid-Market
104985,2025-11-25,United Kingdom,Mid-Market
104986,2025-04-25,Ireland,SMB
104987,2024-11-16,United Kingdom,Mid-Market
104988,2025-08-16,Italy,Mid-Market
104989,2025-10-20,United Kingdom,Consumer
104990,2025-07-25,United Kingdom,Mid-Market
104991,2025-09-27,Spain,SMB
104992,2024-08-23,France,Consumer
104993,2024-09-08,United Kingdom,Consumer
104994,2024-06-19,United Kingdom,SMB
104995,2025-05-23,United Kingdom,SMB
104996,2025-08-10,United Kingdom,Consumer
104997,2025-04-27,United Kingdom,Consumer
104998,2025-03-14,United Kingdom,SMB
104999,2025-07-17,United Kingdom,Mid-Market
105000,2024-05-12,United Kingdom,Mid-Market
105001,2024-09-24,France,SMB
105002,2025-05-31,Germany,SMB
105003,2024-02-08,United Kingdom,Consumer
105004,2025-10-27,United Kingdom,Mid-Market
105005,2024-05-05,United Kingdom,SMB
105006,2025-07-29,Germany,Consumer
105007,2025-03-26,France,Mid-Market
105008,2025-09-11,France,Enterprise
105009,2025-07-20,United Kingdom,SMB
105010,2025-01-12,United Kingdom,SMB
105011,2025-07-06,United Kingdom,SMB
105012,2024-09-10,United Kingdom,Consumer
105013,2025-03-02,France,Enterprise
105014,2025-10-30,United Kingdom,Consumer
105015,2024-03-02,United Kingdom,SMB
105016,2024-09-17,United Kingdom,Consumer
105017,2024-01-13,United Kingdom,Mid-Market
105018,2025-01-25,United Kingdom,Consumer
105019,2025-07-25,United Kingdom,Mid-Market
105020,2024-01-29,Italy,Enterprise
105021,2025-02-05,Netherlands,SMB
105022,2024-10-30,Spain,SMB
105023,2025-07-26,Ireland,Consumer
105024,2024-06-09,Ireland,SMB
105025,2024-04-28,United Kingdom,SMB
105026,2024-03-10,United Kingdom,Consumer
105027,2024-10-24,United Kingdom,SMB
105028,2024-12-22,United Kingdom,Mid-Market
105029,2025-11-02,United Kingdom,Consumer
105030,2024-12-06,United Kingdom,Consumer
105031,2024-05-05,Spain,SMB
105032,2025-05-25,United Kingdom,Mid-Market
105033,2024-02-14,United Kingdom,Mid-Market
105034,2024-09-09,United Kingdom,Mid-Market
105035,2025-04-22,United Kingdom,Consumer
105036,2024-07-04,Italy,Consumer
105037,2025-03-10,United Kingdom,SMB
105038,2024-11-27,Spain,SMB
105039,2025-11-26,Germany,Consumer
105040,2024-07-29,United Kingdom,Mid-Market
105041,2025-10-24,United Kingdom,Consumer
105042,2025-04-02,United Kingdom,SMB
105043,2025-07-01,United Kingdom,SMB
105044,2024-05-03,United Kingdom,Consumer
105045,2024-01-15,Norway,Consumer
105046,2025-06-18,United Kingdom,SMB
105047,2024-12-17,Netherlands,Consumer
105048,2024-08-13,United Kingdom,Mid-Market
105049,2025-10-17,Norway,SMB
105050,2024-08-26,United Kingdom,Mid-Market
