date,channel,revenue,orders,spend_channel_gbp,cac_proxy_channel
2024-07-24,Email,1698.07,21,222.17,10.58
2024-07-24,Organic,2657.95,32,509.93,15.94
2024-07-24,Paid Search,2807.16,42,674.97,16.07
2024-07-24,Paid Social,3331.5,50,545.9,10.92
2024-07-25,Affiliates,518.35,8,131.39,16.42
2024-07-25,Email,977.06,14,210.64,15.05
2024-07-25,Organic,2122.49,28,598.54,21.38
2024-07-25,Paid Search,3328.5,54,656.94,12.17
2024-07-25,Paid Social,977.47,16,488.01,30.5
2024-07-26,Affiliates,1301.92,15,202.76,13.52
2024-07-26,Email,1282.16,20,222.54,11.13
2024-07-26,Organic,2641.07,41,635.47,15.5
2024-07-26,Paid Search,4026.1,51,801.14,15.71
2024-07-26,Paid Social,2497.69,33,610.74,18.51
2024-07-27,Affiliates,1926.53,24,191.92,8.0
2024-07-27,Email,2260.46,22,244.5,11.11
2024-07-27,Organic,4431.47,66,612.57,9.28
2024-07-27,Paid Search,7148.9400000000005,93,933.32,10.04
2024-07-27,Paid Social,3631.36,45,646.75,14.37
2024-07-28,Affiliates,646.83,12,168.04,14.0
2024-07-28,Email,1674.89,25,192.04,7.68
2024-07-28,Organic,3162.47,38,549.94,14.47
2024-07-28,Paid Search,5124.82,66,763.8,11.57
2024-07-28,Paid Social,3397.63,48,508.48,10.59
2024-07-29,Affiliates,674.75,9,170.24,18.92
2024-07-29,Email,1639.33,19,240.08,12.64
2024-07-29,Organic,2797.96,45,536.9,11.93
2024-07-29,Paid Search,3976.65,49,733.33,14.97
2024-07-29,Paid Social,2498.46,33,501.98,15.21
2024-07-30,Affiliates,1163.19,12,179.14,14.93
2024-07-30,Email,1751.59,22,220.48,10.02
2024-07-30,Organic,2909.7,31,583.35,18.82
2024-07-30,Paid Search,3761.84,59,748.71,12.69
2024-07-30,Paid Social,2947.92,50,564.98,11.3
2024-07-31,Affiliates,587.02,8,155.01,19.38
2024-07-31,Email,1700.52,19,223.12,11.74
2024-07-31,Organic,4836.41,63,558.97,8.87
2024-07-31,Paid Search,5049.38,68,775.05,11.4
2024-07-31,Paid Social,4595.59,60,636.48,10.61
2024-08-01,Affiliates,1234.68,17,186.15,10.95
2024-08-01,Email,1191.21,13,302.85,23.3
2024-08-01,Organic,3053.9900000000002,38,691.82,18.21
2024-08-01,Paid Search,3298.59,45,944.66,20.99
2024-08-01,Paid Social,3244.83,38,652.93,17.18
2024-08-02,Affiliates,910.25,9,162.07,18.01
2024-08-02,Email,1644.49,18,245.3,13.63
2024-08-02,Organic,3021.35,42,516.88,12.31
2024-08-02,Paid Search,4723.47,55,779.69,14.18
2024-08-02,Paid Social,3446.7,43,486.21,11.31
2024-08-03,Affiliates,2387.81,26,172.67,6.64
2024-08-03,Email,1517.06,27,272.94,10.11
2024-08-03,Organic,3745.69,50,637.78,12.76
2024-08-03,Paid Search,6438.7,78,977.56,12.53
2024-08-03,Paid Social,4081.87,51,724.12,14.2
2024-08-04,Affiliates,1216.23,12,141.84,11.82
2024-08-04,Email,882.78,13,185.18,14.24
2024-08-04,Organic,2218.23,31,474.76,15.31
2024-08-04,Paid Search,4568.09,60,636.3,10.6
2024-08-04,Paid Social,3495.36,42,531.89,12.66
2024-08-05,Affiliates,850.5999999999999,12,128.49,10.71
2024-08-05,Email,799.97,13,203.61,15.66
2024-08-05,Organic,3935.57,50,521.88,10.44
2024-08-05,Paid Search,3632.2200000000003,53,634.56,11.97
2024-08-05,Paid Social,2750.09,38,488.27,12.85
2024-08-06,Affiliates,1263.1399999999999,12,110.39,9.2
2024-08-06,Email,1753.91,22,158.32,7.2
2024-08-06,Organic,3244.1,43,332.61,7.74
2024-08-06,Paid Search,4615.79,50,508.36,10.17
2024-08-06,Paid Social,2791.01,40,342.78,8.57
2024-08-07,Affiliates,848.21,11,164.47,14.95
2024-08-07,Email,1458.56,19,216.28,11.38
2024-08-07,Organic,4381.58,52,547.47,10.53
2024-08-07,Paid Search,3389.7200000000003,50,784.03,15.68
2024-08-07,Paid Social,4087.69,50,540.71,10.81
2024-08-08,Affiliates,929.62,12,165.01,13.75
2024-08-08,Email,936.92,15,211.12,14.07
2024-08-08,Organic,4665.9,66,652.76,9.89
2024-08-08,Paid Search,4938.0,66,827.48,12.54
2024-08-08,Paid Social,2903.39,40,570.26,14.26
2024-08-09,Affiliates,758.13,12,83.56,6.96
2024-08-09,Email,426.69,9,129.26,14.36
2024-08-09,Organic,2437.64,34,352.52,10.37
2024-08-09,Paid Search,2104.3,32,421.72,13.18
2024-08-09,Paid Social,2488.86,30,318.57,10.62
2024-08-10,Affiliates,1037.85,12,175.82,14.65
2024-08-10,Email,876.42,12,227.1,18.92
2024-08-10,Organic,3629.35,45,578.73,12.86
2024-08-10,Paid Search,5310.45,72,832.69,11.57
2024-08-10,Paid Social,2482.23,40,627.57,15.69
2024-08-11,Affiliates,834.69,9,163.01,18.11
2024-08-11,Email,2028.73,23,300.15,13.05
2024-08-11,Organic,3389.38,41,667.57,16.28
2024-08-11,Paid Search,4143.37,65,934.08,14.37
2024-08-11,Paid Social,2925.53,40,522.67,13.07
2024-08-12,Affiliates,1402.71,19,188.93,9.94
2024-08-12,Email,1807.73,22,258.29,11.74
2024-08-12,Organic,4403.75,56,581.14,10.38
2024-08-12,Paid Search,4639.86,71,796.38,11.22
2024-08-12,Paid Social,4344.22,59,566.79,9.61
2024-08-13,Affiliates,612.43,9,126.48,14.05
2024-08-13,Email,1226.38,19,169.24,8.91
2024-08-13,Organic,1624.12,27,434.67,16.1
2024-08-13,Paid Search,2856.38,45,614.6,13.66
2024-08-13,Paid Social,2081.74,29,436.46,15.05
2024-08-14,Affiliates,606.33,11,153.18,13.93
2024-08-14,Email,1160.38,22,256.94,11.68
2024-08-14,Organic,3194.52,46,632.47,13.75
2024-08-14,Paid Search,3119.01,51,822.71,16.13
2024-08-14,Paid Social,3027.03,47,605.29,12.88
2024-08-15,Affiliates,1026.05,17,147.62,8.68
2024-08-15,Email,1090.02,18,224.73,12.48
2024-08-15,Organic,2503.79,36,497.94,13.83
2024-08-15,Paid Search,3344.95,49,724.87,14.79
2024-08-15,Paid Social,3365.08,41,608.1,14.83
2024-08-16,Affiliates,1926.2500000000002,20,173.29,8.66
2024-08-16,Email,674.61,14,257.53,18.4
2024-08-16,Organic,3084.33,35,616.16,17.6
2024-08-16,Paid Search,4290.58,52,722.06,13.89
2024-08-16,Paid Social,3065.37,44,637.82,14.5
2024-08-17,Affiliates,2031.3700000000001,25,130.59,5.22
2024-08-17,Email,1831.98,22,230.86,10.49
2024-08-17,Organic,4289.65,59,585.32,9.92
2024-08-17,Paid Search,6112.89,74,806.85,10.9
2024-08-17,Paid Social,4989.99,64,578.32,9.04
2024-08-18,Affiliates,753.56,10,185.69,18.57
2024-08-18,Email,1063.63,19,263.48,13.87
2024-08-18,Organic,2958.57,35,612.28,17.49
2024-08-18,Paid Search,3800.7599999999998,53,795.47,15.01
2024-08-18,Paid Social,3159.88,40,652.43,16.31
2024-08-19,Affiliates,568.44,9,178.59,19.84
2024-08-19,Email,1286.85,19,261.41,13.76
2024-08-19,Organic,1490.9,25,641.88,25.68
2024-08-19,Paid Search,3019.76,49,833.41,17.01
2024-08-19,Paid Social,3781.63,47,672.94,14.32
2024-08-20,Affiliates,1277.8600000000001,15,138.36,9.22
2024-08-20,Email,1352.6100000000001,17,185.19,10.89
2024-08-20,Organic,2646.91,45,589.62,13.1
2024-08-20,Paid Search,4426.03,56,679.02,12.13
2024-08-20,Paid Social,2487.91,33,536.4,16.25
2024-08-21,Affiliates,1744.4099999999999,23,179.36,7.8
2024-08-21,Email,1370.51,20,211.55,10.58
2024-08-21,Organic,5200.43,74,577.16,7.8
2024-08-21,Paid Search,8280.54,99,814.0,8.22
2024-08-21,Paid Social,3317.26,47,517.37,11.01
2024-08-22,Affiliates,645.01,7,174.07,24.87
2024-08-22,Email,1168.65,12,250.55,20.88
2024-08-22,Organic,2440.46,36,635.62,17.66
2024-08-22,Paid Search,5118.15,65,894.09,13.76
2024-08-22,Paid Social,2532.32,35,683.09,19.52
2024-08-23,Affiliates,885.0699999999999,10,120.59,12.06
2024-08-23,Email,847.92,16,206.72,12.92
2024-08-23,Organic,5043.64,66,600.79,9.1
2024-08-23,Paid Search,4581.1900000000005,63,740.76,11.76
2024-08-23,Paid Social,2883.35,42,484.51,11.54
2024-08-24,Affiliates,467.27,8,132.8,16.6
2024-08-24,Email,871.78,11,192.26,17.48
2024-08-24,Organic,4859.79,67,481.65,7.19
2024-08-24,Paid Search,4331.44,63,681.85,10.82
2024-08-24,Paid Social,3748.16,44,493.55,11.22
2024-08-25,Affiliates,627.52,10,167.21,16.72
2024-08-25,Email,479.1,7,224.69,32.1
2024-08-25,Organic,3846.35,47,666.22,14.17
2024-08-25,Paid Search,4689.3,66,924.87,14.01
2024-08-25,Paid Social,1620.04,25,629.64,25.19
2024-08-26,Affiliates,1719.78,27,218.88,8.11
2024-08-26,Email,1592.26,20,248.6,12.43
2024-08-26,Organic,4247.24,64,667.45,10.43
2024-08-26,Paid Search,6250.8,87,897.13,10.31
2024-08-26,Paid Social,4265.83,59,670.15,11.36
2024-08-27,Affiliates,1179.3799999999999,18,198.83,11.05
2024-08-27,Email,1933.04,26,302.22,11.62
2024-08-27,Organic,3753.58,51,599.14,11.75
2024-08-27,Paid Search,5182.29,77,911.97,11.84
2024-08-27,Paid Social,2540.4,46,638.91,13.89
2024-08-28,Affiliates,1263.8,17,181.32,10.67
2024-08-28,Email,1461.35,18,284.23,15.79
2024-08-28,Organic,3634.7,51,624.81,12.25
2024-08-28,Paid Search,5395.25,77,784.08,10.18
2024-08-28,Paid Social,4321.7,62,575.81,9.29
2024-08-29,Affiliates,931.81,15,113.12,7.54
2024-08-29,Email,1394.52,23,153.13,6.66
2024-08-29,Organic,2603.7,33,324.19,9.82
2024-08-29,Paid Search,2728.08,43,466.28,10.84
2024-08-29,Paid Social,2637.32,35,322.81,9.22
2024-08-30,Affiliates,1288.06,13,134.47,10.34
2024-08-30,Email,1828.16,20,205.66,10.28
2024-08-30,Organic,3233.38,36,498.32,13.84
2024-08-30,Paid Search,4318.53,60,690.13,11.5
2024-08-30,Paid Social,2447.9700000000003,41,448.88,10.95
2024-08-31,Affiliates,358.03000000000003,7,128.11,18.3
2024-08-31,Email,1469.1,18,223.65,12.42
2024-08-31,Organic,2795.17,45,540.68,12.02
2024-08-31,Paid Search,2677.38,40,786.04,19.65
2024-08-31,Paid Social,1697.89,24,492.91,20.54
2024-09-01,Affiliates,1157.1299999999999,17,150.68,8.86
2024-09-01,Email,1608.03,22,284.61,12.94
2024-09-01,Organic,2323.32,35,583.57,16.67
2024-09-01,Paid Search,4395.22,55,825.14,15.0
2024-09-01,Paid Social,2704.8,39,547.7,14.04
2024-09-02,Affiliates,637.68,9,195.36,21.71
2024-09-02,Email,639.12,10,307.0,30.7
2024-09-02,Organic,3404.57,37,745.17,20.14
2024-09-02,Paid Search,3318.37,55,948.9,17.25
2024-09-02,Paid Social,2358.27,31,594.46,19.18
2024-09-03,Affiliates,1161.04,16,158.5,9.91
2024-09-03,Email,860.6800000000001,13,151.21,11.63
2024-09-03,Organic,2719.03,39,464.56,11.91
2024-09-03,Paid Search,4711.92,59,615.77,10.44
2024-09-03,Paid Social,3706.13,42,431.77,10.28
2024-09-04,Affiliates,1717.17,24,223.86,9.33
2024-09-04,Email,1351.51,21,319.37,15.21
2024-09-04,Organic,2853.75,49,764.1,15.59
2024-09-04,Paid Search,4826.87,66,934.23,14.16
2024-09-04,Paid Social,3681.04,53,743.21,14.02
2024-09-05,Affiliates,480.69,11,126.04,11.46
2024-09-05,Email,1533.78,17,177.69,10.45
2024-09-05,Organic,2601.23,44,531.01,12.07
2024-09-05,Paid Search,5151.34,60,750.03,12.5
2024-09-05,Paid Social,3406.46,46,481.42,10.47
2024-09-06,Affiliates,492.46000000000004,7,125.55,17.94
2024-09-06,Email,1140.83,17,173.84,10.23
2024-09-06,Organic,2166.99,31,494.48,15.95
2024-09-06,Paid Search,3458.24,51,681.85,13.37
2024-09-06,Paid Social,2812.83,34,455.85,13.41
2024-09-07,Affiliates,1087.52,15,216.42,14.43
2024-09-07,Email,1660.6100000000001,23,253.82,11.04
2024-09-07,Organic,4419.17,49,641.24,13.09
2024-09-07,Paid Search,4595.28,74,916.43,12.38
2024-09-07,Paid Social,4339.28,62,643.91,10.39
2024-09-08,Affiliates,609.77,11,161.97,14.72
2024-09-08,Email,2119.58,26,269.95,10.38
2024-09-08,Organic,4127.75,57,682.98,11.98
2024-09-08,Paid Search,4206.61,60,942.13,15.7
2024-09-08,Paid Social,4028.27,49,642.48,13.11
2024-09-09,Affiliates,254.49,6,155.36,25.89
2024-09-09,Email,1511.14,17,252.46,14.85
2024-09-09,Organic,2680.81,46,589.88,12.82
2024-09-09,Paid Search,3999.43,65,830.2,12.77
2024-09-09,Paid Social,3552.47,42,599.59,14.28
2024-09-10,Affiliates,1090.59,15,135.15,9.01
2024-09-10,Email,1646.4,17,187.28,11.02
2024-09-10,Organic,2688.81,39,453.71,11.63
2024-09-10,Paid Search,3627.4,58,671.88,11.58
2024-09-10,Paid Social,4062.9700000000003,51,482.67,9.46
2024-09-11,Affiliates,1320.96,19,190.06,10.0
2024-09-11,Email,1492.21,21,232.82,11.09
2024-09-11,Organic,3293.82,50,525.03,10.5
2024-09-11,Paid Search,6514.0599999999995,81,905.15,11.17
2024-09-11,Paid Social,2518.0,38,522.66,13.75
2024-09-12,Affiliates,1199.51,13,113.97,8.77
2024-09-12,Email,924.25,16,181.99,11.37
2024-09-12,Organic,3781.05,59,481.62,8.16
2024-09-12,Paid Search,4875.99,61,625.0,10.25
2024-09-12,Paid Social,2797.15,34,435.67,12.81
2024-09-13,Affiliates,573.54,10,132.55,13.26
2024-09-13,Email,795.98,13,176.73,13.59
2024-09-13,Organic,3260.61,35,480.24,13.72
2024-09-13,Paid Search,4430.47,68,655.05,9.63
2024-09-13,Paid Social,2228.89,32,476.4,14.89
2024-09-14,Affiliates,1125.53,14,128.85,9.2
2024-09-14,Email,1122.28,12,213.19,17.77
2024-09-14,Organic,3916.4,53,627.87,11.85
2024-09-14,Paid Search,4499.6900000000005,70,829.35,11.85
2024-09-14,Paid Social,3394.15,45,543.53,12.08
2024-09-15,Affiliates,1131.12,15,144.14,9.61
2024-09-15,Email,1368.41,21,204.72,9.75
2024-09-15,Organic,2945.81,42,522.25,12.43
2024-09-15,Paid Search,5044.94,70,716.53,10.24
2024-09-15,Paid Social,3521.92,49,501.36,10.23
2024-09-16,Affiliates,1508.28,21,177.22,8.44
2024-09-16,Email,647.9,9,228.59,25.4
2024-09-16,Organic,3641.87,61,696.05,11.41
2024-09-16,Paid Search,5881.96,67,827.04,12.34
2024-09-16,Paid Social,3085.54,40,639.55,15.99
2024-09-17,Affiliates,1221.3,11,133.84,12.17
2024-09-17,Email,1429.32,15,155.82,10.39
2024-09-17,Organic,3228.94,45,489.42,10.88
2024-09-17,Paid Search,4022.03,60,701.17,11.69
2024-09-17,Paid Social,3814.04,50,517.39,10.35
2024-09-18,Affiliates,1092.25,15,176.2,11.75
2024-09-18,Email,777.28,15,227.14,15.14
2024-09-18,Organic,2932.14,40,490.38,12.26
2024-09-18,Paid Search,3586.17,51,723.89,14.19
2024-09-18,Paid Social,3581.73,49,505.24,10.31
2024-09-19,Affiliates,982.61,16,141.89,8.87
2024-09-19,Email,939.39,10,191.08,19.11
2024-09-19,Organic,2354.29,38,425.68,11.2
2024-09-19,Paid Search,4686.43,73,686.77,9.41
2024-09-19,Paid Social,2507.56,40,446.5,11.16
2024-09-20,Affiliates,1071.73,19,207.62,10.93
2024-09-20,Email,2289.08,28,284.51,10.16
2024-09-20,Organic,3829.27,58,612.6,10.56
2024-09-20,Paid Search,4422.0599999999995,76,835.59,10.99
2024-09-20,Paid Social,3840.46,50,622.85,12.46
2024-09-21,Affiliates,1233.3,16,130.71,8.17
2024-09-21,Email,1157.96,16,248.57,15.54
2024-09-21,Organic,3459.93,47,552.86,11.76
2024-09-21,Paid Search,4571.64,65,694.29,10.68
2024-09-21,Paid Social,3104.63,41,516.43,12.6
2024-09-22,Affiliates,1923.6200000000001,23,205.4,8.93
2024-09-22,Email,1379.92,23,266.47,11.59
2024-09-22,Organic,4344.38,52,660.62,12.7
2024-09-22,Paid Search,5875.85,85,1007.58,11.85
2024-09-22,Paid Social,3742.82,60,635.64,10.59
2024-09-23,Affiliates,1384.05,16,167.31,10.46
2024-09-23,Email,2451.37,27,283.14,10.49
2024-09-23,Organic,3484.32,49,664.09,13.55
2024-09-23,Paid Search,3991.4100000000003,56,805.66,14.39
2024-09-23,Paid Social,3858.19,55,653.79,11.89
2024-09-24,Affiliates,905.24,12,153.29,12.77
2024-09-24,Email,1190.45,18,181.91,10.11
2024-09-24,Organic,2511.01,41,488.5,11.91
2024-09-24,Paid Search,4092.59,58,721.5,12.44
2024-09-24,Paid Social,1945.68,31,498.72,16.09
2024-09-25,Affiliates,1075.22,11,152.52,13.87
2024-09-25,Email,1387.3899999999999,19,216.62,11.4
2024-09-25,Organic,2723.5099999999998,48,559.23,11.65
2024-09-25,Paid Search,3894.73,50,758.16,15.16
2024-09-25,Paid Social,3544.61,48,523.86,10.91
2024-09-26,Affiliates,824.2,12,162.74,13.56
2024-09-26,Email,932.36,10,168.84,16.88
2024-09-26,Organic,1660.49,22,478.04,21.73
2024-09-26,Paid Search,2972.74,41,726.21,17.71
2024-09-26,Paid Social,2002.32,28,498.38,17.8
2024-09-27,Affiliates,1352.82,13,200.84,15.45
2024-09-27,Email,735.49,8,231.93,28.99
2024-09-27,Organic,2525.35,34,581.01,17.09
2024-09-27,Paid Search,2334.1,31,765.12,24.68
2024-09-27,Paid Social,1655.69,26,612.1,23.54
2024-09-28,Affiliates,607.83,11,152.32,13.85
2024-09-28,Email,670.52,13,270.03,20.77
2024-09-28,Organic,3653.3,52,586.22,11.27
2024-09-28,Paid Search,4741.21,66,803.16,12.17
2024-09-28,Paid Social,3039.69,41,496.21,12.1
2024-09-29,Affiliates,860.72,14,178.39,12.74
2024-09-29,Email,1191.87,20,209.61,10.48
2024-09-29,Organic,2869.15,41,584.23,14.25
2024-09-29,Paid Search,3513.83,52,702.41,13.51
2024-09-29,Paid Social,2606.85,36,555.24,15.42
2024-09-30,Affiliates,485.87,9,152.92,16.99
2024-09-30,Email,1003.23,12,232.7,19.39
2024-09-30,Organic,2122.13,27,520.8,19.29
2024-09-30,Paid Search,2912.7,45,780.09,17.34
2024-09-30,Paid Social,1947.97,27,529.66,19.62
2024-10-01,Affiliates,940.67,14,132.5,9.46
2024-10-01,Email,619.69,13,151.16,11.63
2024-10-01,Organic,2477.0,36,418.03,11.61
2024-10-01,Paid Search,5567.36,70,645.71,9.22
2024-10-01,Paid Social,2148.66,38,518.81,13.65
2024-10-02,Affiliates,1183.15,17,177.12,10.42
2024-10-02,Email,1892.85,26,224.98,8.65
2024-10-02,Organic,2761.73,46,572.03,12.44
2024-10-02,Paid Search,3890.92,61,825.74,13.54
2024-10-02,Paid Social,2799.58,54,593.58,10.99
2024-10-03,Affiliates,1246.98,17,166.78,9.81
2024-10-03,Email,1416.43,22,304.45,13.84
2024-10-03,Organic,4450.09,54,614.19,11.37
2024-10-03,Paid Search,4940.34,67,918.63,13.71
2024-10-03,Paid Social,4197.0,58,643.31,11.09
2024-10-04,Affiliates,1063.35,16,157.97,9.87
2024-10-04,Email,873.76,13,244.36,18.8
2024-10-04,Organic,4101.73,51,659.04,12.92
2024-10-04,Paid Search,6147.34,76,812.08,10.69
2024-10-04,Paid Social,3624.17,50,594.87,11.9
2024-10-05,Affiliates,743.85,11,191.53,17.41
2024-10-05,Email,2075.9,30,306.45,10.22
2024-10-05,Organic,4210.9,61,701.31,11.5
2024-10-05,Paid Search,4953.92,73,984.19,13.48
2024-10-05,Paid Social,5047.7300000000005,74,763.19,10.31
2024-10-06,Affiliates,686.87,14,171.23,12.23
2024-10-06,Email,1812.49,25,245.67,9.83
2024-10-06,Organic,2934.36,48,617.91,12.87
2024-10-06,Paid Search,3511.11,55,836.28,15.21
2024-10-06,Paid Social,3988.66,58,610.46,10.53
2024-10-07,Affiliates,1860.91,20,135.56,6.78
2024-10-07,Email,1317.45,21,230.44,10.97
2024-10-07,Organic,5899.76,69,585.15,8.48
2024-10-07,Paid Search,4623.33,65,668.74,10.29
2024-10-07,Paid Social,5171.76,74,639.37,8.64
2024-10-08,Affiliates,426.07,10,142.03,14.2
2024-10-08,Email,1106.03,20,198.84,9.94
2024-10-08,Organic,3791.35,52,555.93,10.69
2024-10-08,Paid Search,4447.03,62,691.87,11.16
2024-10-08,Paid Social,2379.14,38,440.28,11.59
2024-10-09,Affiliates,1200.15,14,157.18,11.23
2024-10-09,Email,1290.58,18,250.58,13.92
2024-10-09,Organic,2522.96,41,585.44,14.28
2024-10-09,Paid Search,4693.89,54,692.51,12.82
2024-10-09,Paid Social,2339.42,49,592.28,12.09
2024-10-10,Affiliates,1250.66,15,198.92,13.26
2024-10-10,Email,3052.9700000000003,37,323.24,8.74
2024-10-10,Organic,4222.05,52,752.15,14.46
2024-10-10,Paid Search,6947.57,91,1131.33,12.43
2024-10-10,Paid Social,3481.74,51,702.42,13.77
2024-10-11,Affiliates,1143.98,15,183.7,12.25
2024-10-11,Email,1183.4,19,264.23,13.91
2024-10-11,Organic,3655.79,50,581.3,11.63
2024-10-11,Paid Search,6079.73,85,903.4,10.63
2024-10-11,Paid Social,4111.92,54,583.81,10.81
2024-10-12,Affiliates,815.2199999999999,11,185.47,16.86
2024-10-12,Email,2013.94,25,252.91,10.12
2024-10-12,Organic,2485.14,41,561.22,13.69
2024-10-12,Paid Search,4146.58,63,845.44,13.42
2024-10-12,Paid Social,3050.7000000000003,44,563.63,12.81
2024-10-13,Affiliates,1400.22,21,178.65,8.51
2024-10-13,Email,2402.56,28,232.93,8.32
2024-10-13,Organic,3614.53,52,569.89,10.96
2024-10-13,Paid Search,5655.47,75,734.97,9.8
2024-10-13,Paid Social,3637.17,56,545.01,9.73
2024-10-14,Affiliates,324.44,5,124.65,24.93
2024-10-14,Email,885.39,11,163.72,14.88
2024-10-14,Organic,3067.76,37,500.48,13.53
2024-10-14,Paid Search,4645.67,70,617.69,8.82
2024-10-14,Paid Social,3597.38,47,453.96,9.66
2024-10-15,Affiliates,760.03,9,168.22,18.69
2024-10-15,Email,2188.03,22,215.07,9.78
2024-10-15,Organic,3440.1800000000003,51,485.49,9.52
2024-10-15,Paid Search,3915.94,56,719.72,12.85
2024-10-15,Paid Social,3384.63,49,540.86,11.04
2024-10-16,Affiliates,1302.8799999999999,17,182.63,10.74
2024-10-16,Email,975.42,18,260.51,14.47
2024-10-16,Organic,5487.3,77,722.46,9.38
2024-10-16,Paid Search,4536.15,68,880.92,12.95
2024-10-16,Paid Social,4243.75,56,639.2,11.41
2024-10-17,Affiliates,754.7,12,127.15,10.6
2024-10-17,Email,1992.96,25,258.84,10.35
2024-10-17,Organic,3560.66,46,592.61,12.88
2024-10-17,Paid Search,4174.43,61,760.63,12.47
2024-10-17,Paid Social,1372.66,25,531.31,21.25
2024-10-18,Affiliates,1058.16,14,148.01,10.57
2024-10-18,Email,1216.79,18,235.56,13.09
2024-10-18,Organic,2486.55,25,491.98,19.68
2024-10-18,Paid Search,5063.28,64,725.45,11.34
2024-10-18,Paid Social,1744.96,25,483.64,19.35
2024-10-19,Affiliates,1227.21,16,136.69,8.54
2024-10-19,Email,1392.35,22,231.67,10.53
2024-10-19,Organic,3109.88,56,562.97,10.05
2024-10-19,Paid Search,4497.18,72,796.96,11.07
2024-10-19,Paid Social,3018.12,52,588.45,11.32
2024-10-20,Affiliates,721.72,10,213.07,21.31
2024-10-20,Email,1131.0,22,292.61,13.3
2024-10-20,Organic,3922.35,51,715.91,14.04
2024-10-20,Paid Search,5094.11,69,906.25,13.13
2024-10-20,Paid Social,4333.9,59,713.07,12.09
2024-10-21,Affiliates,1393.5700000000002,21,167.41,7.97
2024-10-21,Email,1911.76,27,248.72,9.21
2024-10-21,Organic,3922.0,62,619.41,9.99
2024-10-21,Paid Search,4803.95,67,796.39,11.89
2024-10-21,Paid Social,3455.58,43,559.63,13.01
2024-10-22,Affiliates,1013.33,13,162.84,12.53
2024-10-22,Email,1710.69,20,213.45,10.67
2024-10-22,Organic,2046.85,31,574.33,18.53
2024-10-22,Paid Search,4329.73,66,704.15,10.67
2024-10-22,Paid Social,2828.18,44,545.72,12.4
2024-10-23,Affiliates,853.15,12,131.79,10.98
2024-10-23,Email,1578.7,22,247.39,11.24
2024-10-23,Organic,6049.88,75,573.39,7.65
2024-10-23,Paid Search,6663.81,84,832.34,9.91
2024-10-23,Paid Social,5716.8,71,527.15,7.42
2024-10-24,Affiliates,557.95,8,207.48,25.94
2024-10-24,Email,881.88,18,354.32,19.68
2024-10-24,Organic,4034.41,53,829.94,15.66
2024-10-24,Paid Search,5288.9,70,1018.27,14.55
2024-10-24,Paid Social,3818.88,56,782.05,13.97
2024-10-25,Affiliates,1614.79,17,204.97,12.06
2024-10-25,Email,1722.0,26,284.69,10.95
2024-10-25,Organic,3183.71,44,706.02,16.05
2024-10-25,Paid Search,5715.02,79,1010.64,12.79
2024-10-25,Paid Social,3510.27,46,640.55,13.92
2024-10-26,Affiliates,1007.78,13,190.78,14.68
2024-10-26,Email,1482.58,25,275.23,11.01
2024-10-26,Organic,3832.31,57,766.27,13.44
2024-10-26,Paid Search,5717.61,85,1107.18,13.03
2024-10-26,Paid Social,5427.42,67,788.16,11.76
2024-10-27,Affiliates,588.6899999999999,9,94.02,10.45
2024-10-27,Email,2378.97,26,192.03,7.39
2024-10-27,Organic,4356.13,53,514.09,9.7
2024-10-27,Paid Search,4021.9,57,722.13,12.67
2024-10-27,Paid Social,3220.47,47,478.09,10.17
2024-10-28,Affiliates,1848.72,25,198.84,7.95
2024-10-28,Email,441.21000000000004,9,220.14,24.46
2024-10-28,Organic,3352.77,49,636.75,12.99
2024-10-28,Paid Search,5356.91,74,788.25,10.65
2024-10-28,Paid Social,2283.87,33,523.13,15.85
2024-10-29,Affiliates,1354.75,17,171.16,10.07
2024-10-29,Email,1592.73,24,215.04,8.96
2024-10-29,Organic,4432.96,59,513.47,8.7
2024-10-29,Paid Search,4449.27,65,719.74,11.07
2024-10-29,Paid Social,3393.53,52,574.91,11.06
2024-10-30,Affiliates,1065.28,19,208.83,10.99
2024-10-30,Email,656.52,10,227.1,22.71
2024-10-30,Organic,3831.7400000000002,55,652.58,11.87
2024-10-30,Paid Search,3198.93,46,835.31,18.16
2024-10-30,Paid Social,4163.83,60,686.52,11.44
2024-10-31,Affiliates,1601.6899999999998,22,226.07,10.28
2024-10-31,Email,1798.6799999999998,23,265.14,11.53
2024-10-31,Organic,2466.36,36,644.7,17.91
2024-10-31,Paid Search,3478.89,50,962.87,19.26
2024-10-31,Paid Social,2373.16,34,692.15,20.36
2024-11-01,Affiliates,483.80000000000007,12,212.81,17.73
2024-11-01,Email,1422.27,22,308.42,14.02
2024-11-01,Organic,3105.27,52,727.88,14.0
2024-11-01,Paid Search,4994.86,84,1150.43,13.7
2024-11-01,Paid Social,3444.33,48,684.7,14.26
2024-11-02,Affiliates,1903.44,33,243.79,7.39
2024-11-02,Email,1683.44,25,272.81,10.91
2024-11-02,Organic,5059.48,77,806.82,10.48
2024-11-02,Paid Search,6113.15,86,922.91,10.73
2024-11-02,Paid Social,3336.52,61,655.91,10.75
2024-11-03,Affiliates,1737.8,20,235.12,11.76
2024-11-03,Email,1386.76,26,330.36,12.71
2024-11-03,Organic,5754.01,77,735.13,9.55
2024-11-03,Paid Search,6249.93,104,1080.38,10.39
